ID Steves_ID ra dec x y
12521 z5_GND_34647 189.203835 62.204653 11033.975 8205.48
18032 z5_GND_25722 189.227545 62.231463 10370.584 9813.952
23329 z5_GND_16640 189.161481 62.256929 12215.738 11342.913
18595 z5_GND_24750 189.377231 62.234093 6186.621 9976.521
20543 z5_GND_21521 189.143629 62.243391 12715.437 10531.212
13142 z5_GND_33661 189.175607 62.207556 11823.624 8380.13
14477 z5_GND_31623 189.238708 62.213722 10058.362 8749.517
31983 z5_GND_41362 189.145394 62.301817 12661.617 14036.722
18900 z5_GND_24253 189.388498 62.235396 5871.869 10055.461
17451 z5_GND_26723 189.094042 62.228664 14102.884 9649.949
20262 z5_GND_21874 189.124013 62.242106 13263.674 10454.906
21905 z5_GND_19012 189.272425 62.250361 9116.779 10948.249
31097 z5_GND_7319 189.115639 62.296432 13491.999 13714.845
11642 z5_GND_35937 189.199999 62.200207 11141.422 7938.753
25643 z5_GND_12873 189.31542 62.267505 7917.01 11978.08
26824 z5_GND_11049 189.270922 62.273354 9159.667 12327.81
9834 z5_GND_38276 189.350071 62.191861 6941.029 7441.034
25366 z5_GND_13196 189.26775 62.26647 9247.943 11914.697
24129 z5_GND_15230 189.205125 62.260713 10996.663 11569.062
13081 z5_GND_33733 189.209697 62.20726 10869.925 8361.886
13794 z5_GND_32711 189.121494 62.210655 13337.211 8567.937
10111 z5_GND_37907 189.308335 62.193074 8109.343 7511.967
23775 z5_GND_15804 189.231222 62.25911 10267.87 11472.805
17232 z5_GND_27122 189.363209 62.227452 6577.728 9577.207
10719 z5_GND_37024 189.184662 62.195788 11570.791 7673.905
9086 z5_GND_39309 189.238614 62.18766 10060.745 7185.829
29176 z5_GND_44605 189.142496 62.285709 12743.706 13070.324
24520 z5_GND_14542 189.256896 62.262695 9550.914 11688.081
8932 z5_GND_39445 189.178622 62.187226 11740.232 7160.277
29178 z5_GND_44604 189.263377 62.285727 9370.679 13070.044
18031 z5_GND_25784 189.340774 62.231515 7205.374 9819.771
23236 z5_GND_16830 189.276957 62.256345 8990.437 11307.368
32453 z5_GND_42555 189.218709 62.304929 10616.904 14221.961
3441 z5_GND_681 189.251086 62.152729 9710.871 5090.03
14607 z5_GND_31370 189.275464 62.214163 9030.297 8776.416
26323 z5_GND_11789 189.243497 62.270812 9925.207 12174.959
24392 z5_GND_14761 189.10005 62.262043 13930.947 11652.336
4729 z5_GND_1447 189.252514 62.16089 9671.035 5579.672
26926 z5_GND_45273 189.077891 62.273826 14548.09 12360.623
20033 z5_GND_22341 189.295472 62.240883 8472.319 10380.111
30565 z5_GND_7604 189.220015 62.293396 10580.567 13529.958
33898 z5_GND_6494 189.187519 62.315446 11486.264 14853.303
16962 z5_GND_27586 189.402749 62.226165 5472.071 9502.653
5402 z5_GND_1966 189.229672 62.16571 10311.044 5868.749
11858 z5_GND_35652 189.168881 62.201174 12012.145 7997.386
22438 z5_GND_18192 189.12994 62.25251 13097.105 11078.891
5372 z5_GND_1936 189.289495 62.165674 8635.128 5867.44
6323 z5_GND_2797 189.206045 62.172005 10972.846 6246.568
35640 z5_GND_4732 189.179237 62.329847 11716.475 15717.512
3866 z5_GND_858 189.296628 62.154485 8434.579 5196.276
21657 z5_GND_19458 189.263559 62.249159 9364.426 10875.954
27063 z5_GND_10768 189.172517 62.274574 11906.582 12401.297
4941 z5_GND_1587 189.257149 62.162377 9541.192 5668.999
19873 z5_GND_22630 189.175277 62.240157 11831.242 10336.234
7859 z5_GND_40858 189.202205 62.181618 11080.152 6823.409
8072 z5_GND_40581 189.179784 62.182757 11707.891 6892.131
16654 z5_GND_28046 189.27793 62.224935 8961.813 9422.785
10896 z5_GND_36876 189.320005 62.196705 7783.016 7730.306
8669 z5_GND_39799 189.299837 62.185832 8346.713 7077.182
8676 z5_GND_39798 189.299572 62.185863 8354.147 7079.069
8822 z5_GND_39609 189.210851 62.186628 10837.987 7123.943
6597 z5_GND_3052 189.288735 62.173841 8656.873 6357.448
17493 z5_GND_26652 189.127622 62.228936 13164.07 9664.543
23887 z5_GND_15601 189.296093 62.259698 8456.158 11509.053
16565 z5_GND_28178 189.341603 62.224455 7181.477 9396.214
18059 z5_GND_25573 189.328213 62.231696 7556.527 9830.061
5690 z5_GND_2210 189.220436 62.167741 10569.774 5990.674
7947 z5_GND_40743 189.262457 62.182093 9393.087 6852.013
19743 z5_GND_22823 189.094709 62.239359 14082.897 10291.59
7427 z5_GND_4016 189.204531 62.179149 11015.085 6675.236
26786 z5_GND_11088 189.315123 62.273218 7925.754 12320.856
13461 z5_GND_33208 189.30746 62.209082 8135.002 8472.472
9188 z5_GND_39136 189.32416 62.188369 7665.976 7230.264
26020 z5_GND_12158 189.083023 62.269694 14405.397 12112.402
14347 z5_GND_31792 189.135469 62.213059 12946.059 8711.618
27546 z5_GND_10084 189.140719 62.27724 12793.982 12562.263
16187 z5_GND_28819 189.365338 62.222359 6517.565 9271.771
28561 z5_GND_9036 189.254931 62.282434 9606.28 12872.349
17443 z5_GND_26806 189.273601 62.228423 9082.999 9631.984
18103 z5_GND_25578 189.14942 62.23187 12554.472 9839.745
27776 z5_GND_10362 189.26608 62.278134 9294.989 12614.508
15767 z5_GND_29527 189.100696 62.220226 13917.854 9143.287
21787 z5_GND_19218 189.307006 62.24977 8150.649 10913.703
22167 z5_GND_18615 189.285296 62.251416 8757.24 11011.843
32442 z5_GND_42222 189.16124 62.304872 12219.49 14219.454
17964 z5_GND_25785 189.377656 62.23119 6174.342 9802.379
24601 z5_GND_14386 189.217573 62.263105 10649.011 11712.492
4517 z5_GND_1303 189.238408 62.159392 10066.257 5489.726
24794 z5_GND_14052 189.150765 62.264038 12514.537 11769.773
9976 z5_GND_38076 189.259851 62.192492 9466.37 7475.905
17776 z5_GND_26143 189.121311 62.230289 13340.365 9746.018
10113 z5_GND_37906 189.263507 62.193096 9364.06 7512.225
18437 z5_GND_25015 189.096851 62.233334 14023.787 9929.954
10689 z5_GND_37089 189.277746 62.19572 8965.618 7669.904
21636 z5_GND_19494 189.096235 62.248916 14039.087 10864.905
26465 z5_GND_11521 189.217395 62.271623 10653.906 12223.609
23833 z5_GND_15712 189.200597 62.259446 11123.163 11493.129
15377 z5_GND_30288 189.425447 62.217977 4835.951 9013.157
19765 z5_GND_22796 189.088639 62.239487 14252.521 10299.619
12238 z5_GND_35084 189.278612 62.203228 8941.733 8120.371
9171 z5_GND_39164 189.176172 62.188308 11808.773 7225.277
8887 z5_GND_39523 189.1866 62.186999 11516.892 7146.521
15799 z5_GND_29491 189.104437 62.220344 13813.219 9150.135
22273 z5_GND_18394 189.196568 62.251885 11235.916 11039.509
15843 z5_GND_29405 189.236162 62.22057 10129.612 9160.375
28938 z5_GND_8641 189.19692 62.284507 11225.106 12996.837
13368 z5_GND_33357 189.275704 62.208549 9023.344 8439.62
20123 z5_GND_22178 189.196217 62.241432 11246.019 10412.333
34355 z5_GND_6005 189.215544 62.318888 10704.996 15059.524
24170 z5_GND_15151 189.254136 62.261084 9627.954 11591.369
25850 z5_GND_12432 189.068817 62.268873 14802.124 12064.087
23673 z5_GND_16018 189.291284 62.258637 8590.401 11445.234
29386 z5_GND_8301 189.13098 62.286828 13064.939 13137.936
16449 z5_GND_28426 189.322251 62.223696 7722.481 9349.836
18387 z5_GND_25091 189.338278 62.23314 7275.323 9917.189
14375 z5_GND_31781 189.173158 62.213183 11891.841 8717.822
13194 z5_GND_33620 189.265454 62.207719 9310.071 8389.634
25775 z5_GND_12557 189.106243 62.268442 13757.271 12035.923
24048 z5_GND_15356 189.282217 62.260401 8843.719 11550.832
17564 z5_GND_26558 189.125906 62.229161 13212.018 9678.097
23720 z5_GND_15899 189.309132 62.258887 8091.931 11460.802
16268 z5_GND_28693 189.106343 62.222807 13759.646 9297.83
25699 z5_GND_12705 189.218084 62.268092 10634.7 12011.71
31198 z5_GND_43555 189.187913 62.297202 11475.968 13758.635
16166 z5_GND_28795 189.149586 62.222014 12550.535 9248.355
8425 z5_GND_40117 189.177514 62.184549 11771.379 6999.657
16680 z5_GND_28011 189.119802 62.224997 13383.085 9428.583
6324 z5_GND_2774 189.245153 62.172049 9877.447 6249.168
19885 z5_GND_22596 189.100863 62.240174 13910.809 10340.146
18116 z5_GND_25550 189.261328 62.231972 9426.231 9844.704
23460 z5_GND_16389 189.360288 62.257558 6663.046 11383.376
25871 z5_GND_12387 189.277632 62.269088 8972.16 12071.955
4675 z5_GND_1415 189.234851 62.160566 10165.937 5560.145
20838 z5_GND_20890 189.340772 62.244846 7206.823 10619.681
23747 z5_GND_15875 189.240147 62.259025 10018.585 11467.703
13901 z5_GND_32576 189.305765 62.210901 8182.54 8581.522
23055 z5_GND_17105 189.118634 62.255565 13412.617 11262.705
15079 z5_GND_30740 189.221217 62.216539 10547.57 8918.522
16757 z5_GND_27871 189.135414 62.225367 12946.535 9450.064
9932 z5_GND_38172 189.303308 62.192222 8249.993 7460.726
21600 z5_GND_19581 189.156251 62.248731 12362.38 10851.174
13973 z5_GND_32413 189.357836 62.211442 6726.029 8616.298
26051 z5_GND_12062 189.188861 62.269909 11450.546 12121.089
10161 z5_GND_38274 189.183183 62.193265 11612.285 7522.518
22240 z5_GND_18510 189.362459 62.251715 6601.71 11032.941
9007 z5_GND_39362 189.319536 62.187559 7795.367 7181.49
17313 z5_GND_27023 189.113432 62.227657 13560.897 9588.48
16432 z5_GND_28421 189.321571 62.223771 7741.523 9354.296
32432 z5_GND_42576 189.143328 62.304782 12719.002 14214.646
28522 z5_GND_44836 189.180747 62.282234 11676.513 12860.727
19586 z5_GND_23097 189.120061 62.238663 13374.474 10248.477
19130 z5_GND_23860 189.314381 62.236461 7943.557 10115.406
3915 z5_GND_908 189.245552 62.15489 9866.012 5219.622
8541 z5_GND_39982 189.336661 62.185132 7315.715 7036.594
9768 z5_GND_38372 189.355805 62.191468 6780.493 7417.728
27075 z5_GND_10773 189.238762 62.274597 10057.434 12402.011
12749 z5_GND_34380 189.249149 62.205205 9766.151 8238.566
10730 z5_GND_37128 189.216815 62.195796 10670.915 7673.946
34187 z5_GND_6190 189.219278 62.317709 10600.934 14988.768
4715 z5_GND_1442 189.233442 62.160811 10205.418 5574.848
24100 z5_GND_15258 189.162323 62.260698 12192.004 11568.985
8815 z5_GND_39635 189.215737 62.186461 10701.183 7113.882
8985 z5_GND_39403 189.170064 62.187298 11979.789 7164.774
17806 z5_GND_26051 189.185185 62.230449 11554.751 9753.554
24547 z5_GND_14496 189.337192 62.262799 7308.658 11696.672
19498 z5_GND_23238 189.272188 62.23836 9122.892 10228.198
22770 z5_GND_17574 189.045925 62.254151 15443.738 11182.431
8067 z5_GND_40591 189.346487 62.182692 7040.355 6890.694
17894 z5_GND_25829 189.100328 62.230852 13926.879 9780.831
20726 z5_GND_21641 189.117624 62.244321 13441.992 10588.088
23251 z5_GND_16723 189.06017 62.256501 15045.484 11322.339
32555 z5_GND_42437 189.172193 62.30562 11913.999 14264.053
32727 z5_GND_42189 189.165494 62.306879 12100.741 14339.799
25181 z5_GND_13494 189.147809 62.265685 12596.948 11868.684
16130 z5_GND_28891 189.116967 62.22208 13462.646 9253.678
19256 z5_GND_23632 189.083907 62.23713 14385.085 10158.52
5599 z5_GND_2126 189.247682 62.167101 9806.527 5952.292
11070 z5_GND_36638 189.186032 62.197544 11532.381 7779.207
19072 z5_GND_23926 189.11908 62.236248 13402.141 10103.633
7882 z5_GND_40815 189.194722 62.181683 11289.669 6827.416
16134 z5_GND_28944 189.225959 62.222124 10414.938 9253.604
27493 z5_GND_45159 189.251348 62.276858 9706.137 12537.794
8049 z5_GND_40610 189.295377 62.182637 8471.38 6885.39
10520 z5_GND_37378 189.261697 62.194915 9414.776 7621.315
8881 z5_GND_39570 189.175718 62.186717 11821.555 7129.831
19785 z5_GND_22781 189.399716 62.239493 5558.979 10302.1
8896 z5_GND_39516 189.250901 62.187059 9716.758 7149.856
13961 z5_GND_32295 189.118009 62.211374 13434.6 8611.264
20281 z5_GND_21873 189.124166 62.242213 13259.399 10461.34
18384 z5_GND_25053 189.15107 62.233164 12508.247 9917.298
21060 z5_GND_20529 189.125784 62.245931 13213.835 10684.338
13492 z5_GND_33094 189.266438 62.209165 9282.589 8476.361
25630 z5_GND_12796 189.167024 62.267804 12060.315 11995.235
19759 z5_GND_22822 189.094924 62.239461 14076.873 10297.709
17443 z5_GND_26807 189.273601 62.228423 9082.999 9631.984
25711 z5_GND_12659 189.260596 62.26828 9447.765 12023.185
12326 z5_GND_34905 189.289594 62.203706 8634.483 8149.342
12378 z5_GND_34362 189.261149 62.203954 9430.379 8163.675
13645 z5_GND_32925 189.156351 62.21001 12362.173 8527.923
7198 z5_GND_3533 189.221342 62.177364 10544.338 6568.021
24088 z5_GND_15270 189.137241 62.260636 12892.469 11566.167
9838 z5_GND_38295 189.262656 62.191959 9387.839 7443.941
15039 z5_GND_30804 189.291732 62.216356 8575.402 8908.37
17064 z5_GND_27366 189.13263 62.226736 13024.271 9532.339
25857 z5_GND_12430 189.266231 62.268999 9290.45 12066.403
22056 z5_GND_18617 189.353428 62.25078 6853.878 10976.344
31507 z5_GND_7157 189.204914 62.298962 11001.719 13864.02
6313 z5_GND_2791 189.20553 62.171968 10987.256 6244.371
10636 z5_GND_37205 189.355744 62.195464 6782.662 7657.482
15668 z5_GND_29671 189.103231 62.219702 13847.034 9111.69
10787 z5_GND_37006 189.365993 62.196185 6495.919 7701.367
28301 z5_GND_9255 189.238996 62.281113 10050.962 12793.013
22110 z5_GND_18467 189.181837 62.251182 11647.459 10997.597
27021 z5_GND_45250 189.06429 62.274292 14927.704 12389.534
16800 z5_GND_27819 189.110338 62.225443 13647.659 9455.768
27554 z5_GND_10054 189.169848 62.277296 11980.947 12564.692
20238 z5_GND_21949 189.191798 62.24205 11369.483 10449.489
16761 z5_GND_27870 189.263806 62.22541 9356.75 9451.027
26849 z5_GND_11042 189.185693 62.2735 11538.836 12336.579
26143 z5_GND_11958 189.295845 62.270319 8463.744 12146.266
25618 z5_GND_12817 189.27325 62.267757 9094.438 11992.053
24753 z5_GND_14131 189.315425 62.263823 7916.585 11757.163
17465 z5_GND_27779 189.398394 62.228717 5594.224 9655.398
18499 z5_GND_24915 189.24285 62.233747 9942.77 9951.069
29586 z5_GND_44411 189.159802 62.287949 12260.677 13204.13
16104 z5_GND_28981 189.310764 62.22194 8043.543 9244.052
22917 z5_GND_17358 189.109817 62.254894 13658.982 11222.886
18527 z5_GND_24948 189.320314 62.233444 7777.473 9934.609
22642 z5_GND_17585 189.148377 62.253646 12582.001 11146.312
12664 z5_GND_34379 189.249388 62.205287 9759.487 8243.496
7467 z5_GND_4070 189.255111 62.179376 9598.732 6688.889
15840 z5_GND_29394 189.183509 62.22063 11602.015 9164.398
13184 z5_GND_33844 189.254284 62.207707 9622.551 8388.76
24578 z5_GND_14449 189.290426 62.262952 8614.612 11704.105
12273 z5_GND_35038 189.246911 62.203427 9828.735 8131.849
10355 z5_GND_37598 189.167484 62.194006 12051.653 7567.354
15372 z5_GND_30291 189.24015 62.218092 10018.088 9011.742
3931 z5_GND_924 189.297003 62.154988 8424.087 5226.451
3086 z5_GND_464 189.270705 62.148421 9160.848 4831.809
22105 z5_GND_18697 189.30257 62.251153 8274.688 10996.51
14144 z5_GND_32646 189.244032 62.21226 9909.437 8661.848
26902 z5_GND_45282 189.277119 62.273692 8986.682 12348.221
19552 z5_GND_23098 189.119619 62.23855 13386.838 10241.724
12612 z5_GND_34587 189.201575 62.204798 11097.224 8214.24
22677 z5_GND_17752 189.091803 62.253738 14162.28 11154.502
7141 z5_GND_3651 189.303594 62.177361 8240.947 6569.084
7407 z5_GND_3987 189.268122 62.179072 9234.379 6670.848
20553 z5_GND_21438 189.297632 62.243486 8412.139 10536.372
21528 z5_GND_19695 189.095604 62.248383 14056.779 10832.997
31999 z5_GND_42972 189.203877 62.302034 11030.575 14048.338
19905 z5_GND_22589 189.256604 62.240324 9558.489 10345.817
26864 z5_GND_11013 189.15742 62.273607 12328.085 12343.68
12279 z5_GND_35096 189.283499 62.203049 8804.996 8109.772
20683 z5_GND_21153 189.049629 62.244039 15341.967 10575.455
15249 z5_GND_30467 189.289863 62.217372 8627.749 8969.29
19254 z5_GND_23616 189.126137 62.237176 13204.797 10159.016
19107 z5_GND_23830 189.136802 62.236327 12906.797 10107.606
30356 z5_GND_44047 189.228755 62.292272 10336.755 13462.508
21616 z5_GND_19515 189.224751 62.248848 10448.618 10857.045
23923 z5_GND_15486 189.313866 62.259861 7959.798 11519.402
14402 z5_GND_31569 189.207789 62.213251 10923.182 8721.354
24216 z5_GND_15025 189.324452 62.261333 7664.287 11608.132
16307 z5_GND_28649 189.140538 62.223025 12803.464 9309.364
12592 z5_GND_34594 189.202987 62.204654 11057.708 8205.588
27609 z5_GND_10047 189.296273 62.277389 8452.219 12570.507
33152 z5_GND_41572 189.16494 62.309877 12116.009 14519.667
3950 z5_GND_937 189.248155 62.155156 9793.062 5235.631
19369 z5_GND_23450 189.139205 62.237738 12839.524 10192.197
13252 z5_GND_33500 189.261371 62.208026 9424.281 8407.964
15076 z5_GND_30143 189.371433 62.216454 6346.334 8917.802
26858 z5_GND_11028 189.207384 62.273469 10933.323 12334.44
25577 z5_GND_14554 189.332266 62.267469 7446.657 11976.649
24750 z5_GND_13996 189.162151 62.263812 12196.612 11755.825
25120 z5_GND_13580 189.179805 62.265444 11703.567 11853.306
24579 z5_GND_14430 189.342257 62.262848 7167.21 11699.826
28188 z5_GND_9333 189.277591 62.280672 8973.828 12767.046
14064 z5_GND_32273 189.226316 62.211917 10404.986 8641.172
32540 z5_GND_42418 189.166551 62.305595 12071.33 14262.687
15416 z5_GND_30190 189.248972 62.218372 9771.349 9028.565
20490 z5_GND_21520 189.091985 62.243147 14158.547 10519.018
16078 z5_GND_29029 189.328564 62.221833 7545.804 9238.328
23247 z5_GND_16761 189.133094 62.256537 13008.651 11320.341
23894 z5_GND_15562 189.106375 62.259712 13754.562 11512.133
12070 z5_GND_35309 189.311579 62.202231 8019.245 8061.511
31091 z5_GND_7334 189.172999 62.296452 11892.014 13713.973
6405 z5_GND_2861 189.245549 62.172497 9866.367 6276.079
29394 z5_GND_44499 189.105935 62.28685 13763.762 13140.423
30264 z5_GND_7766 189.139819 62.29177 12817.917 13434.067
20600 z5_GND_21233 189.132772 62.24369 13018.777 10549.575
13079 z5_GND_33776 189.258075 62.207241 9516.49 8360.849
27169 z5_GND_10574 189.175604 62.275266 11820.387 12442.771
20866 z5_GND_20863 189.133693 62.244996 12992.92 10627.878
9968 z5_GNW_13961 189.01583 62.192198 16296.603 7467.84
37352 z5_GNW_31880 189.271387 62.351214 9149.766 16999.439
3173 z5_GNW_7072 189.025336 62.14898 16038.684 4873.912
5612 z5_GNW_10068 188.994094 62.166998 16910.488 5957.979
37994 z5_GNW_18335 189.298696 62.370365 8390.653 18149.125
6803 z5_GNW_11343 189.063076 62.17508 14976.808 6436.924
37042 z5_GNW_30139 189.236246 62.345796 10128.163 16673.941
27879 z5_GNW_27329 189.485499 62.278583 3170.953 12655.364
335 z5_GNW_1436 189.137615 62.110708 12894.678 2570.448
6953 z5_GNW_11470 189.130619 62.176025 13085.099 6489.745
36774 z5_GNW_19328 189.335645 62.342039 7359.719 16451.014
32268 z5_GNW_23173 189.413989 62.303656 5171.125 14152.967
38161 z5_GNW_17976 189.300114 62.377468 8351.667 18575.396
5903 z5_GNW_10435 189.169756 62.16971 11989.369 6109.549
32322 z5_GNW_23135 189.367733 62.303956 6461.104 14167.704
14963 z5_GNW_16950 189.007516 62.215862 16524.467 8888.437
3198 z5_GNW_7148 189.168123 62.149289 12036.277 4884.302
3844 z5_GNW_8029 189.132172 62.154282 13043.535 5185.126
11225 z5_GNW_14909 189.059008 62.198078 15087.107 7817.08
30513 z5_GNW_24869 189.413114 62.292946 5193.676 13510.27
29748 z5_GNW_25533 189.478168 62.288587 3377.873 13254.836
6333 z5_GNW_10902 189.02176 62.172136 16134.466 6263.583
38094 z5_GNW_18119 189.341248 62.374816 7207.071 18417.869
35843 z5_GNW_22005 189.374404 62.331771 6278.819 15837.028
5229 z5_GNW_9713 189.020847 62.164304 16161.544 5793.776
27872 z5_GNW_27307 189.383465 62.278712 6018.779 12654.058
14628 z5_GNW_16792 188.985822 62.214218 17131.576 8791.991
2357 z5_GNW_5814 189.09594 62.142271 14060.426 4466.264
3144 z5_GNW_7069 189.109765 62.148885 13672.103 4862.322
36154 z5_GNW_23546 189.244717 62.334944 9892.094 16022.889
34547 z5_GNW_20538 189.371699 62.320853 6352.754 15181.749
37954 z5_GNW_18499 189.314295 62.369179 7956.496 18078.512
24836 z5_GNW_31257 189.468376 62.264096 3645.637 11784.35
28616 z5_GNW_26545 189.537081 62.282496 1732.408 12896.457
3013 z5_GNW_6850 189.201694 62.147842 11095.296 4796.865
6953 z5_GNW_11473 189.130619 62.176025 13085.099 6489.745
2207 z5_GNW_5561 189.228442 62.140847 10345.517 4376.966
37449 z5_GNW_19050 189.347015 62.35303 7044.241 17111.008
148 z5_GNW_879 189.157081 62.106167 12348.649 2297.273
30501 z5_GNW_24893 189.414055 62.292941 5167.426 13510.045
10426 z5_GNW_14358 188.96072 62.194258 17838.637 7597.191
36318 z5_GNW_25950 189.358857 62.336456 6712.561 16117.167
1281 z5_GNW_3841 189.212447 62.129038 10794.155 3668.504
1420 z5_GNW_4094 189.215673 62.131042 10703.658 3788.708
38050 z5_GNW_18190 189.332186 62.373182 7459.04 18319.438
1359 z5_GNW_3997 189.159181 62.130278 12288.147 3743.877
21247 z5_GNW_31995 189.441866 62.246875 4382.501 10748.484
37726 z5_GNW_18833 189.337084 62.360788 7321.531 17576.01
3570 z5_GNW_7664 189.022532 62.151913 16116.704 5050.146
37596 z5_GNW_33833 189.326653 62.35655 7611.473 17321.248
8506 z5_GNW_12826 189.125832 62.184969 13218.291 7026.627
9355 z5_GNW_13501 189.033249 62.189147 15809.604 7283.265
34551 z5_GNW_20568 189.259481 62.32064 9480.383 15164.786
31883 z5_GNW_23558 189.372283 62.301228 6333.855 14004.299
28987 z5_GNW_25980 189.446944 62.284555 4248.243 13009.784
17315 z5_GNW_33716 189.046544 62.227793 15430.896 9600.93
1824 z5_GNW_4829 189.043979 62.136408 15518.259 4118.033
11266 z5_GNW_14950 188.99236 62.198273 16952.215 7834.594
11140 z5_GNW_14858 189.047394 62.197779 15412.19 7800.0
832 z5_GNW_2814 189.195945 62.12133 11257.268 3206.22
36465 z5_GNW_26396 189.36028 62.338129 6673.125 16217.68
36066 z5_GNW_23125 189.358026 62.333873 6735.396 15962.193
35320 z5_GNW_19545 189.406125 62.326996 5394.275 15552.752
29091 z5_GNW_26086 189.525983 62.284912 2042.784 13039.989
2291 z5_GNW_5719 189.228361 62.141732 10347.78 4430.073
31946 z5_GNW_23475 189.420962 62.301503 4976.279 14024.318
25731 z5_GNW_29175 189.407075 62.268246 5358.074 12027.812
29619 z5_GNW_25539 189.489614 62.28854 3058.512 13253.245
29208 z5_GNW_26020 189.383308 62.285807 6024.163 13079.782
13016 z5_GNW_16050 189.078727 62.206889 14534.044 8344.377
1536 z5_GNW_4301 189.206658 62.132733 10956.468 3890.277
4062 z5_GNW_8299 189.12794 62.155957 13161.978 5285.792
1847 z5_GNW_4878 189.238171 62.136985 10072.695 4145.278
21867 z5_GNW_31591 189.466826 62.249992 3685.791 10937.917
11881 z5_GNW_15396 188.950503 62.201043 18122.861 8005.462
27367 z5_GNW_27853 189.374377 62.276127 6272.052 12498.391
26746 z5_GNW_28420 189.489488 62.272578 3058.173 12295.53
29991 z5_GNW_25351 189.379432 62.290105 6132.919 13337.405
7530 z5_GNW_12025 188.992691 62.179604 16947.039 6714.463
30635 z5_GNW_24765 189.408623 62.293731 5319.102 13557.019
3434 z5_GNW_7475 189.096006 62.151009 14057.501 4990.498
23637 z5_GNW_30406 189.487364 62.25823 3114.023 11434.407
36209 z5_GNW_24199 189.362063 62.33538 6623.115 16052.807
13127 z5_GNW_16101 189.000159 62.207248 16732.061 8372.363
32203 z5_GNW_22952 189.376468 62.303314 6217.417 14129.745
37869 z5_GNW_18539 189.313681 62.366425 7973.357 17913.242
14588 z5_GNW_16750 189.058208 62.21399 15106.985 8771.845
2147 z5_GNW_5471 189.227131 62.140247 10382.285 4341.011
1455 z5_GNW_4151 189.196415 62.131402 11243.787 3810.539
11668 z5_GNW_15250 189.078284 62.200261 14547.361 7946.748
15625 z5_GNW_17220 189.060102 62.21946 15053.17 9099.934
30717 z5_GNW_24681 189.449924 62.294117 4167.052 13583.765
32587 z5_GNW_22867 189.437427 62.305634 4517.88 14273.623
35014 z5_GNW_19973 189.37172 62.324562 6352.646 15404.293
3114 z5_GNW_7021 189.212839 62.148661 10782.869 4845.91
7860 z5_GNW_12303 189.140436 62.181595 12809.696 6823.532
15793 z5_GNW_17282 189.062727 62.220278 14979.621 9148.812
4806 z5_GNW_9182 189.116175 62.161405 13491.113 5613.194
8249 z5_GNW_12609 189.100108 62.183632 13938.653 6947.67
1480 z5_GNW_4207 189.214601 62.13199 10733.709 3845.622
2522 z5_GNW_6112 189.064829 62.143964 14932.431 4569.817
13720 z5_GNW_16380 189.04972 62.21024 15345.012 8547.493
35769 z5_GNW_21681 189.36529 62.331087 6532.673 15795.435
37599 z5_GNW_32544 189.333522 62.356626 7420.271 17326.092
37971 z5_GNW_18384 189.311637 62.369574 8030.503 18102.1
26160 z5_GNW_28771 189.365694 62.270371 6513.704 12152.501
36201 z5_GNW_24194 189.318673 62.335365 7831.857 16049.812
2544 z5_GNW_6135 189.032759 62.143974 15831.505 4572.925
30554 z5_GNW_24858 189.414461 62.293192 5156.15 13525.121
36431 z5_GNW_26358 189.360294 62.337772 6672.685 16196.262
3505 z5_GNW_7580 189.147927 62.15153 12602.209 5019.399
25404 z5_GNW_29397 189.377952 62.266703 6170.969 11933.185
4001 z5_GNW_8240 189.133514 62.155534 13005.821 5260.187
6526 z5_GNW_11071 188.972441 62.173125 17515.598 6327.866
36379 z5_GNW_28132 189.325469 62.337237 7642.701 16162.432
32455 z5_GNW_22974 189.436813 62.304795 4534.838 14223.198
1052 z5_GNW_3328 189.132901 62.125347 13025.687 3448.962
1725 z5_GNW_4604 189.234413 62.134918 10178.081 4021.243
2849 z5_GNW_6610 189.123597 62.146549 13284.604 4721.521
1008 z5_GNW_3220 189.137627 62.124374 12893.182 3390.402
7183 z5_GNW_11701 189.055387 62.177498 15191.757 6582.568
1038 z5_GNW_3304 189.175101 62.125172 11841.86 3437.129
36032 z5_GNW_23042 189.415065 62.333516 5146.263 15944.654
5232 z5_GNW_9718 189.166812 62.164451 12072.161 5794.086
3229 z5_GNW_7184 189.086272 62.149421 14330.562 4895.802
2957 z5_GNW_6780 189.131283 62.147436 13069.063 4774.411
34229 z5_GNW_21020 189.28932 62.317971 8648.597 15005.251
33953 z5_GNW_21283 189.403561 62.315694 5463.884 14874.39
30907 z5_GNW_24140 189.44691 62.295174 4251.322 13646.876
3280 z5_GNW_7248 189.089353 62.149806 14244.134 4918.706
1093 z5_GNW_3424 189.208523 62.126214 10904.276 3499.091
1499 z5_GNW_4241 189.1686 62.132299 12023.834 3864.878
6133 z5_GNW_10657 189.13017 62.1708 13098.146 6176.303
23948 z5_GNW_30237 189.418398 62.259843 5040.453 11524.544
13959 z5_GNW_16472 188.951725 62.211141 18086.072 8611.174
885 z5_GNW_2890 189.163533 62.121863 12166.572 3238.871
1798 z5_GNW_4779 189.203065 62.136203 11057.14 4098.475
35683 z5_GNW_21219 189.31014 62.330261 8069.186 15743.251
38109 z5_GNW_18086 189.321486 62.375563 7756.942 18461.83
37443 z5_GNW_19038 189.290954 62.353145 8605.069 17115.736
